step,layer_idx,g_task_abs_mean,g_penalty_abs_mean,penalty_to_task_ratio,sqrt_v_hat_mean,update_abs_mean,lambda,flops_fraction,violation
300,129,2.545e-06,4.688e-06,1.842e+00,2.603e-06,1.061e-03,0.2936,0.5569,0.0569
300,130,5.968e-06,4.613e-06,7.729e-01,3.933e-06,6.959e-04,0.2936,0.5569,0.0569
300,134,3.764e-06,4.662e-06,1.238e+00,3.267e-06,9.456e-04,0.2936,0.5569,0.0569
300,135,8.178e-06,4.581e-06,5.602e-01,5.971e-06,5.287e-04,0.2936,0.5569,0.0569
300,139,5.138e-07,4.747e-06,9.239e+00,1.913e-06,1.295e-03,0.2936,0.5569,0.0569
300,140,1.145e-06,4.724e-06,4.127e+00,2.036e-06,1.228e-03,0.2936,0.5569,0.0569
400,22,1.645e-07,5.484e-06,3.334e+01,2.267e-06,1.274e-03,0.3370,0.5297,0.0297
400,23,3.857e-07,5.483e-06,1.422e+01,2.273e-06,1.264e-03,0.3370,0.5297,0.0297
400,27,2.557e-06,5.409e-06,2.115e+00,3.270e-06,1.006e-03,0.3370,0.5297,0.0297
400,28,5.882e-06,5.310e-06,9.029e-01,5.237e-06,6.573e-04,0.3370,0.5297,0.0297
400,32,2.786e-07,5.483e-06,1.968e+01,2.278e-06,1.269e-03,0.3370,0.5297,0.0297
400,33,5.489e-07,5.481e-06,9.984e+00,2.302e-06,1.252e-03,0.3370,0.5297,0.0297
400,37,3.076e-06,5.404e-06,1.757e+00,3.441e-06,9.679e-04,0.3370,0.5297,0.0297
400,38,7.501e-06,5.297e-06,7.061e-01,5.789e-06,5.938e-04,0.3370,0.5297,0.0297
400,56,1.959e-07,5.484e-06,2.800e+01,2.274e-06,1.273e-03,0.3370,0.5297,0.0297
400,57,4.249e-07,5.483e-06,1.290e+01,2.289e-06,1.264e-03,0.3370,0.5297,0.0297
400,61,3.441e-06,5.393e-06,1.567e+00,3.696e-06,9.363e-04,0.3370,0.5297,0.0297
400,62,6.410e-06,5.295e-06,8.260e-01,5.848e-06,5.727e-04,0.3370,0.5297,0.0297
400,66,1.545e-06,5.452e-06,3.528e+00,2.618e-06,1.143e-03,0.3370,0.5297,0.0297
400,67,2.975e-06,5.399e-06,1.815e+00,3.280e-06,9.345e-04,0.3370,0.5297,0.0297
400,71,1.280e-06,5.456e-06,4.262e+00,2.546e-06,1.154e-03,0.3370,0.5297,0.0297
400,72,2.857e-06,5.407e-06,1.893e+00,3.132e-06,9.478e-04,0.3370,0.5297,0.0297
400,90,4.466e-06,5.366e-06,1.201e+00,4.455e-06,8.302e-04,0.3370,0.5297,0.0297
400,91,8.966e-06,5.266e-06,5.873e-01,7.510e-06,4.704e-04,0.3370,0.5297,0.0297
400,95,5.785e-07,5.478e-06,9.469e+00,2.323e-06,1.245e-03,0.3370,0.5297,0.0297
400,96,1.129e-06,5.463e-06,4.840e+00,2.426e-06,1.176e-03,0.3370,0.5297,0.0297
400,100,4.850e-08,5.485e-06,1.131e+02,2.267e-06,1.276e-03,0.3370,0.5297,0.0297
400,101,1.239e-07,5.485e-06,4.427e+01,2.268e-06,1.275e-03,0.3370,0.5297,0.0297
400,105,5.884e-07,5.476e-06,9.307e+00,2.346e-06,1.237e-03,0.3370,0.5297,0.0297
400,106,1.317e-06,5.452e-06,4.141e+00,2.544e-06,1.139e-03,0.3370,0.5297,0.0297
