step,train_loss,task_loss,val_loss,val_accuracy,lr
501,1.971956,1.921918,1.956328,0.281100,5.44e-05
1001,1.668734,1.618368,1.903990,0.302800,1.56e-04
1501,1.897605,1.847009,1.522174,0.453200,2.58e-04
2001,1.268723,1.218462,1.348778,0.513900,3.00e-04
2501,1.222868,1.172812,1.339455,0.518400,3.00e-04
3001,1.242686,1.192677,1.208186,0.567100,2.99e-04
3501,0.997283,0.947165,1.187029,0.569200,2.99e-04
4001,1.370606,1.320458,1.144397,0.594400,2.98e-04
4501,0.935610,0.885525,1.076257,0.617300,2.97e-04
5001,1.043806,0.993781,1.050349,0.623300,2.95e-04
5501,1.068741,1.018589,1.000477,0.639700,2.94e-04
6001,1.271750,1.221682,0.994633,0.642000,2.92e-04
6501,1.217220,1.167033,0.937028,0.662500,2.90e-04
7001,0.948799,0.898707,0.979921,0.651600,2.87e-04
7501,1.137605,1.087342,0.967095,0.655700,2.85e-04
8001,1.081512,1.031441,0.902779,0.683000,2.82e-04
8501,0.956983,0.906894,0.930401,0.672100,2.79e-04
9001,0.840459,0.790434,0.884273,0.690700,2.76e-04
9501,1.013488,0.963397,0.841437,0.705800,2.72e-04
10001,0.980623,0.930533,0.820979,0.712300,2.68e-04
10501,0.910372,0.860252,0.821894,0.713400,2.64e-04
11001,1.003243,0.953225,0.822190,0.711300,2.60e-04
11501,1.035752,0.985662,0.801881,0.711900,2.56e-04
12001,0.744300,0.694258,0.798552,0.720400,2.52e-04
12501,0.793793,0.743718,0.783279,0.725300,2.47e-04
13001,0.917938,0.867875,0.768748,0.732500,2.42e-04
13501,0.874151,0.824072,0.765954,0.736000,2.37e-04
14001,0.929196,0.879141,0.753030,0.736300,2.32e-04
14501,0.745494,0.695454,0.745743,0.739400,2.27e-04
15001,0.757821,0.707775,0.741423,0.742800,2.21e-04
15501,0.613163,0.563136,0.699551,0.757900,2.16e-04
16001,0.759177,0.709150,0.749651,0.739000,2.10e-04
16501,0.712537,0.662510,0.714743,0.750800,2.05e-04
17001,0.770017,0.720006,0.691831,0.760300,1.99e-04
17501,0.603648,0.553629,0.710162,0.755800,1.93e-04
18001,0.717513,0.667452,0.703519,0.754700,1.87e-04
18501,0.491830,0.441786,0.710111,0.749900,1.81e-04
19001,0.951269,0.901239,0.672499,0.763300,1.75e-04
19501,0.601871,0.551792,0.641863,0.777500,1.69e-04
20001,0.750268,0.700242,0.646140,0.776200,1.62e-04
20501,0.735830,0.685804,0.681188,0.766900,1.56e-04
21001,0.656459,0.606434,0.631059,0.783700,1.50e-04
21501,0.548666,0.498600,0.642888,0.788000,1.44e-04
22001,0.703291,0.653277,0.634672,0.784000,1.38e-04
22501,0.518027,0.467993,0.621565,0.784900,1.31e-04
23001,0.608772,0.558767,0.634230,0.783600,1.25e-04
23501,0.429042,0.378982,0.606736,0.794600,1.19e-04
24001,0.614194,0.564164,0.610648,0.791500,1.13e-04
24501,0.420434,0.370421,0.597866,0.793900,1.07e-04
25001,0.495119,0.445114,0.617353,0.791500,1.01e-04
25501,0.413840,0.363826,0.616844,0.789400,9.55e-05
26001,0.633722,0.583705,0.618813,0.793200,8.97e-05
26501,0.957474,0.907462,0.605867,0.795900,8.41e-05
27001,0.554904,0.504894,0.601285,0.795800,7.86e-05
27501,0.320005,0.270000,0.590936,0.797800,7.32e-05
28001,0.476775,0.426762,0.595366,0.804300,6.79e-05
28501,0.582002,0.531999,0.576081,0.807800,6.28e-05
29001,0.509210,0.459214,0.574452,0.807000,5.78e-05
29501,0.608164,0.558146,0.582056,0.808000,5.30e-05
30001,0.499636,0.449628,0.571653,0.811700,4.84e-05
30501,0.467176,0.417153,0.569221,0.809100,4.39e-05
31001,0.381895,0.331887,0.574064,0.809100,3.96e-05
31501,0.591717,0.541724,0.573434,0.809900,3.55e-05
32001,0.518318,0.468323,0.573919,0.811600,3.16e-05
32501,0.371521,0.321501,0.565965,0.814700,2.79e-05
33001,0.459375,0.409366,0.554214,0.817800,2.44e-05
33501,0.514991,0.464992,0.561853,0.815600,2.11e-05
34001,0.431967,0.381970,0.560584,0.816800,1.81e-05
34501,0.367595,0.317575,0.564449,0.815200,1.52e-05
35001,0.512104,0.462092,0.560685,0.816400,1.26e-05
35501,0.566690,0.516677,0.555647,0.817900,1.03e-05
36001,0.540343,0.490334,0.558738,0.814900,8.12e-06
36501,0.434929,0.384920,0.554217,0.818400,6.23e-06
37001,0.514767,0.464750,0.551789,0.820400,4.59e-06
37501,0.326939,0.276932,0.553205,0.819500,3.19e-06
38001,0.305854,0.255850,0.552754,0.821000,2.04e-06
38501,0.668323,0.618319,0.554089,0.818800,1.15e-06
39001,0.686468,0.636465,0.553402,0.819000,5.11e-07
39501,0.596595,0.546590,0.553247,0.818000,1.28e-07
501,0.592925,0.542898,0.720318,0.755900,1.00e-04
1001,0.699459,0.649452,0.652821,0.777500,9.93e-05
1501,0.848519,0.798520,0.637340,0.779200,9.73e-05
2001,0.661559,0.611539,0.631569,0.785300,9.40e-05
2501,0.364131,0.314107,0.627620,0.785600,8.94e-05
3001,0.513736,0.463734,0.610141,0.787300,8.38e-05
3501,0.573757,0.523743,0.602221,0.795200,7.73e-05
4001,0.648674,0.598661,0.586268,0.802200,7.01e-05
4501,0.445735,0.395728,0.593186,0.798700,6.22e-05
5001,0.537272,0.487251,0.580207,0.801800,5.41e-05
5501,0.640045,0.590026,0.586813,0.798700,4.58e-05
6001,0.774760,0.724748,0.578021,0.805900,3.77e-05
6501,0.726846,0.676846,0.575117,0.802600,2.99e-05
7001,0.477529,0.427521,0.560536,0.809100,2.26e-05
7501,0.551712,0.501719,0.557821,0.811000,1.61e-05
8001,0.535395,0.485396,0.556842,0.810400,1.05e-05
8501,0.435558,0.385560,0.553582,0.812600,6.01e-06
9001,0.347884,0.297885,0.552983,0.811200,2.70e-06
9501,0.665456,0.615433,0.552852,0.811100,6.77e-07
