step,layer_idx,layer_name,mean,std,min,max,frac_active,num_neurons
500,22,ElasticLinear,-0.0935,0.0618,-0.1385,0.2854,0.0755,768
500,23,ElasticLinear,-0.0391,0.0746,-0.1256,0.3154,0.1875,192
500,27,ElasticLinear,-0.0381,0.1109,-0.1362,0.5501,0.2161,768
500,28,ElasticLinear,0.0708,0.1397,-0.0987,0.5260,0.6354,192
500,32,ElasticLinear,0.0883,0.1991,-0.1181,0.7604,0.5664,768
500,33,ElasticLinear,0.2454,0.2256,-0.0549,0.7696,0.9427,192
500,37,ElasticLinear,0.0847,0.2060,-0.1283,0.7908,0.5182,768
500,38,ElasticLinear,0.2475,0.2418,-0.0210,0.7996,0.9635,192
500,56,ElasticLinear,-0.1219,0.0220,-0.1380,0.0119,0.0039,768
500,57,ElasticLinear,-0.0944,0.0347,-0.1354,0.0194,0.0260,192
500,61,ElasticLinear,-0.0478,0.1163,-0.1356,0.5371,0.1719,768
500,62,ElasticLinear,0.0670,0.1622,-0.1149,0.5926,0.5365,192
500,66,ElasticLinear,-0.1165,0.0266,-0.1378,0.0333,0.0117,768
500,67,ElasticLinear,-0.0818,0.0378,-0.1298,0.0725,0.0417,192
500,71,ElasticLinear,0.1910,0.2279,-0.0997,0.8297,0.8164,768
500,72,ElasticLinear,0.3638,0.2342,0.0265,0.8181,1.0000,192
500,90,ElasticLinear,-0.0763,0.0736,-0.1358,0.3748,0.1003,768
500,91,ElasticLinear,-0.0060,0.0891,-0.1096,0.2560,0.3125,192
500,95,ElasticLinear,-0.0648,0.1015,-0.1380,0.5095,0.1589,768
500,96,ElasticLinear,0.0308,0.1274,-0.1267,0.4824,0.4531,192
500,100,ElasticLinear,0.1459,0.2150,-0.1037,0.7781,0.6914,768
500,101,ElasticLinear,0.3370,0.2311,-0.0138,0.8153,0.9948,192
500,105,ElasticLinear,0.0342,0.1918,-0.1303,0.7820,0.3750,768
500,106,ElasticLinear,0.2033,0.2296,-0.0671,0.7629,0.8958,192
500,124,ElasticLinear,-0.0648,0.1104,-0.1366,0.5481,0.1484,768
500,125,ElasticLinear,0.0195,0.1305,-0.1181,0.4700,0.3906,192
500,129,ElasticLinear,-0.1324,0.0064,-0.1362,-0.0793,0.0000,768
500,130,ElasticLinear,-0.1275,0.0086,-0.1362,-0.0962,0.0000,192
500,134,ElasticLinear,-0.0170,0.1519,-0.1338,0.7252,0.2487,768
500,135,ElasticLinear,0.1158,0.1904,-0.1036,0.6812,0.6667,192
500,139,ElasticLinear,0.1766,0.2072,-0.1029,0.7763,0.8034,768
500,140,ElasticLinear,0.3369,0.2181,0.0268,0.7876,1.0000,192
1000,22,ElasticLinear,-0.1230,0.0982,-0.2189,0.4862,0.0781,768
1000,23,ElasticLinear,-0.0633,0.1354,-0.2425,0.5123,0.2135,192
1000,27,ElasticLinear,-0.0621,0.1807,-0.2517,0.8505,0.1849,768
1000,28,ElasticLinear,0.0622,0.2574,-0.2191,0.8556,0.4531,192
1000,32,ElasticLinear,0.0809,0.3245,-0.3032,1.1260,0.4362,768
1000,33,ElasticLinear,0.2517,0.4004,-0.2962,1.1552,0.6562,192
1000,37,ElasticLinear,0.0750,0.3511,-0.3147,1.1984,0.4049,768
1000,38,ElasticLinear,0.2499,0.4599,-0.3180,1.2196,0.5885,192
