step,train_loss,task_loss,val_loss,val_accuracy,lr
501,1.890802,1.840567,2.025987,0.265400,3.96e-05
1001,1.740456,1.690102,1.786520,0.341300,1.12e-04
1501,1.813809,1.763238,1.524091,0.444100,2.01e-04
2001,1.573911,1.523813,1.449069,0.466700,2.73e-04
2501,1.343007,1.292919,1.375582,0.504200,3.00e-04
3001,1.325160,1.274989,1.319451,0.524800,3.00e-04
3501,1.357568,1.307488,1.172505,0.579700,3.00e-04
4001,1.017665,0.967469,1.149885,0.588600,2.99e-04
4501,1.072571,1.022407,1.185986,0.566600,2.99e-04
5001,1.304028,1.253882,1.065074,0.614400,2.98e-04
5501,1.111499,1.061391,1.037167,0.630100,2.97e-04
6001,1.159099,1.108973,1.052781,0.623300,2.96e-04
6501,1.225213,1.175126,1.000047,0.649900,2.95e-04
7001,1.099641,1.049562,1.077211,0.623600,2.93e-04
7501,1.157118,1.107070,0.975647,0.653900,2.92e-04
8001,1.061556,1.011531,0.968443,0.658500,2.90e-04
8501,0.915194,0.865082,0.975258,0.663600,2.88e-04
9001,0.942523,0.892393,0.959813,0.656500,2.86e-04
9501,1.066959,1.016875,0.916690,0.672700,2.84e-04
10001,0.894843,0.844800,0.913587,0.675400,2.82e-04
10501,1.036117,0.986025,0.898618,0.682500,2.79e-04
11001,0.911920,0.861816,0.889463,0.687900,2.77e-04
11501,1.123508,1.073442,0.867481,0.692900,2.74e-04
12001,0.739575,0.689546,0.838064,0.704800,2.71e-04
12501,0.955923,0.905878,0.851430,0.700600,2.68e-04
13001,0.961016,0.910956,0.806447,0.713100,2.65e-04
13501,0.892569,0.842445,0.789810,0.724300,2.62e-04
14001,1.041061,0.990985,0.801314,0.714600,2.59e-04
14501,1.108455,1.058391,0.804560,0.720500,2.55e-04
15001,0.905032,0.855018,0.817051,0.719300,2.52e-04
15501,0.743214,0.693188,0.787739,0.720600,2.48e-04
16001,0.889616,0.839576,0.807795,0.720800,2.44e-04
16501,0.981255,0.931231,0.800873,0.723400,2.40e-04
17001,1.087407,1.037377,0.778410,0.726700,2.36e-04
17501,0.781592,0.731565,0.736423,0.741400,2.32e-04
18001,0.868411,0.818397,0.749472,0.734200,2.28e-04
18501,0.946132,0.896108,0.754664,0.736400,2.24e-04
19001,0.794323,0.744297,0.740031,0.748300,2.19e-04
19501,0.972426,0.922387,0.749014,0.736400,2.15e-04
20001,0.871209,0.821172,0.725336,0.748100,2.10e-04
20501,0.879511,0.829499,0.718523,0.752900,2.06e-04
21001,1.004561,0.954509,0.752121,0.741500,2.01e-04
21501,0.967951,0.917943,0.740514,0.744100,1.96e-04
22001,0.662373,0.612359,0.693657,0.757400,1.92e-04
22501,0.851932,0.801928,0.712500,0.749600,1.87e-04
23001,0.739387,0.689356,0.691380,0.756700,1.82e-04
23501,0.697430,0.647430,0.720072,0.749700,1.77e-04
24001,0.854304,0.804296,0.706375,0.754900,1.72e-04
24501,0.521658,0.471652,0.674854,0.763800,1.67e-04
25001,0.777044,0.727045,0.669012,0.764300,1.62e-04
25501,0.653058,0.603049,0.658033,0.769200,1.57e-04
26001,0.529972,0.479935,0.704184,0.758800,1.52e-04
26501,0.754564,0.704551,0.670042,0.768000,1.48e-04
27001,0.647994,0.597960,0.660158,0.769800,1.43e-04
27501,0.683781,0.633782,0.669364,0.772500,1.38e-04
28001,0.732862,0.682841,0.673763,0.767200,1.33e-04
28501,0.703578,0.653571,0.650916,0.774500,1.28e-04
29001,0.823581,0.773589,0.664901,0.769900,1.23e-04
29501,0.788942,0.738937,0.654713,0.776800,1.18e-04
30001,0.638003,0.588006,0.643739,0.780300,1.13e-04
30501,0.762325,0.712313,0.651022,0.775900,1.08e-04
31001,0.683393,0.633389,0.627075,0.785200,1.04e-04
31501,0.754695,0.704699,0.632545,0.782700,9.89e-05
32001,0.607513,0.557496,0.618672,0.786400,9.43e-05
32501,0.693233,0.643213,0.631859,0.783300,8.97e-05
