step,train_loss,task_loss,val_loss,val_accuracy,lr
501,4.379436,4.329145,4.320828,0.048000,3.96e-05
1001,4.097279,4.046838,4.020724,0.082600,1.12e-04
1501,3.625704,3.575265,3.672383,0.135700,2.01e-04
2001,3.474805,3.424578,3.401862,0.178200,2.73e-04
2501,2.937085,2.886796,3.172710,0.218600,3.00e-04
3001,3.479346,3.429101,3.031253,0.249100,3.00e-04
3501,3.014893,2.964804,2.865401,0.272400,3.00e-04
4001,2.605677,2.555597,2.758099,0.295100,2.99e-04
4501,2.385464,2.335132,2.742757,0.297700,2.99e-04
5001,2.640566,2.590443,2.612160,0.324500,2.98e-04
5501,2.383378,2.333254,2.526147,0.343200,2.97e-04
6001,2.279311,2.229240,2.489186,0.350100,2.96e-04
6501,2.625661,2.575574,2.448946,0.360000,2.95e-04
7001,2.544692,2.494562,2.327582,0.387000,2.93e-04
7501,2.291611,2.241539,2.280299,0.394500,2.92e-04
8001,2.714207,2.664152,2.249466,0.402100,2.90e-04
8501,2.072845,2.022743,2.280827,0.394900,2.88e-04
9001,2.371172,2.321016,2.241052,0.406500,2.86e-04
9501,1.908525,1.858398,2.161036,0.424800,2.84e-04
10001,2.035360,1.985168,2.175561,0.426500,2.82e-04
10501,2.025236,1.975066,2.102369,0.438100,2.79e-04
11001,2.250555,2.200460,2.125614,0.429100,2.77e-04
11501,1.913093,1.863071,2.066724,0.445500,2.74e-04
12001,2.295497,2.245434,2.045058,0.452100,2.71e-04
12501,2.394017,2.343948,2.057660,0.447500,2.68e-04
13001,2.036908,1.986769,2.113346,0.440600,2.65e-04
13501,1.701360,1.651347,2.012037,0.460400,2.62e-04
14001,2.186298,2.136239,2.059940,0.453100,2.59e-04
14501,1.807057,1.757023,1.988015,0.468200,2.55e-04
15001,2.324263,2.274234,1.998797,0.465900,2.52e-04
15501,1.667156,1.617127,1.967968,0.472600,2.48e-04
16001,2.035675,1.985636,1.943926,0.474900,2.44e-04
16501,1.679276,1.629268,1.914267,0.486200,2.40e-04
17001,1.898337,1.848312,1.865199,0.500600,2.36e-04
17501,2.112901,2.062875,1.915286,0.490300,2.32e-04
18001,2.270652,2.220574,1.872339,0.495200,2.28e-04
18501,1.638195,1.588135,1.892689,0.493600,2.24e-04
19001,1.809794,1.759748,1.833099,0.504900,2.19e-04
19501,1.858131,1.808112,1.853827,0.497600,2.15e-04
20001,1.575331,1.525317,1.830357,0.508300,2.10e-04
20501,2.240734,2.190688,1.856006,0.502600,2.06e-04
21001,1.792357,1.742328,1.825584,0.510200,2.01e-04
21501,1.527261,1.477257,1.878412,0.498700,1.96e-04
22001,1.936941,1.886943,1.833633,0.503700,1.92e-04
22501,1.901147,1.851144,1.796804,0.510600,1.87e-04
23001,1.618768,1.568753,1.798178,0.514800,1.82e-04
23501,1.544761,1.494747,1.806985,0.509700,1.77e-04
24001,1.994419,1.944393,1.787856,0.516700,1.72e-04
24501,2.161828,2.111806,1.766096,0.523300,1.67e-04
25001,1.782509,1.732479,1.754417,0.519100,1.62e-04
25501,1.793727,1.743699,1.728692,0.532300,1.57e-04
26001,1.860132,1.810110,1.750190,0.525300,1.52e-04
26501,1.418050,1.368036,1.715830,0.530300,1.48e-04
27001,1.624529,1.574503,1.699386,0.536100,1.43e-04
27501,1.908058,1.858045,1.739160,0.532300,1.38e-04
28001,1.530750,1.480724,1.723739,0.536500,1.33e-04
28501,2.132917,2.082898,1.713416,0.534800,1.28e-04
29001,1.897102,1.847096,1.722415,0.530600,1.23e-04
29501,1.877238,1.827226,1.718302,0.540100,1.18e-04
30001,1.326644,1.276636,1.707813,0.542100,1.13e-04
30501,1.905811,1.855804,1.682749,0.544700,1.08e-04
31001,1.349577,1.299567,1.696773,0.538900,1.04e-04
31501,1.620264,1.570226,1.669835,0.549000,9.89e-05
32001,1.700056,1.650050,1.689363,0.540900,9.43e-05
32501,1.439689,1.389679,1.680760,0.544200,8.97e-05
33001,1.108468,1.058464,1.665890,0.547700,8.52e-05
33501,1.629671,1.579650,1.663535,0.552100,8.08e-05
34001,1.315189,1.265183,1.668570,0.548200,7.64e-05
34501,1.477370,1.427364,1.665426,0.549800,7.21e-05
35001,1.435908,1.385887,1.622586,0.557200,6.79e-05
35501,1.515229,1.465229,1.661505,0.552500,6.38e-05
36001,1.545868,1.495865,1.623068,0.558500,5.98e-05
36501,1.426979,1.376982,1.662049,0.554700,5.59e-05
37001,1.516191,1.466182,1.658180,0.551300,5.21e-05
37501,1.322117,1.272118,1.648337,0.551400,4.84e-05
38001,1.569615,1.519606,1.617551,0.559200,4.48e-05
38501,1.348993,1.298991,1.624292,0.560200,4.13e-05
39001,1.061689,1.011680,1.623034,0.560800,3.80e-05
39501,1.411030,1.361010,1.633435,0.559200,3.47e-05
40001,1.292546,1.242544,1.630724,0.559800,3.16e-05
40501,1.417462,1.367456,1.609120,0.564200,2.86e-05
41001,1.346632,1.296629,1.607714,0.564800,2.58e-05
41501,1.291128,1.241120,1.620584,0.562200,2.31e-05
42001,1.641753,1.591750,1.605443,0.563000,2.05e-05
42501,1.304322,1.254318,1.613038,0.565400,1.81e-05
43001,1.011812,0.961813,1.606335,0.565000,1.58e-05
43501,1.393199,1.343197,1.609533,0.565100,1.36e-05
44001,1.558629,1.508619,1.602723,0.567900,1.17e-05
44501,1.256967,1.206966,1.605847,0.566600,9.81e-06
45001,1.309833,1.259832,1.601103,0.567800,8.12e-06
45501,1.394859,1.344856,1.600226,0.567200,6.59e-06
46001,1.484339,1.434336,1.599480,0.570500,5.21e-06
46501,1.509490,1.459492,1.605402,0.568500,4.00e-06
47001,1.373325,1.323313,1.593760,0.569900,2.94e-06
47501,1.209602,1.159606,1.598354,0.569300,2.04e-06
48001,1.728258,1.678266,1.597745,0.570500,1.31e-06
48501,1.342088,1.292085,1.594818,0.571500,7.37e-07
49001,1.162023,1.112026,1.595692,0.570800,3.28e-07
49501,1.234087,1.184081,1.595921,0.570300,8.26e-08
