step,train_loss,task_loss,val_loss,val_accuracy,lr
501,1.996551,1.946546,2.004882,0.266700,3.96e-05
1001,1.775042,1.724756,1.789873,0.347500,1.12e-04
1501,1.860351,1.810216,1.548343,0.437500,2.01e-04
2001,1.310398,1.260240,1.381983,0.497900,2.73e-04
2501,1.379192,1.329137,1.348039,0.520900,3.00e-04
3001,1.300491,1.250415,1.256184,0.557100,3.00e-04
3501,0.961486,0.911395,1.201648,0.567200,3.00e-04
4001,1.363538,1.313434,1.166368,0.585700,2.99e-04
4501,1.078321,1.028236,1.092640,0.608300,2.99e-04
5001,0.996954,0.946941,1.043824,0.631300,2.98e-04
5501,1.162610,1.112474,1.043114,0.625400,2.97e-04
6001,1.385467,1.335392,1.002815,0.639700,2.96e-04
6501,1.388284,1.338210,1.009190,0.636100,2.95e-04
7001,1.002212,0.952116,0.995818,0.648000,2.93e-04
7501,1.087201,1.037158,0.966852,0.654000,2.92e-04
8001,1.111920,1.061859,0.951233,0.663100,2.90e-04
8501,1.133947,1.083893,0.953329,0.663000,2.88e-04
9001,0.864469,0.814432,0.947174,0.667100,2.86e-04
9501,1.096215,1.046176,0.899686,0.683700,2.84e-04
10001,1.040546,0.990504,0.893627,0.685000,2.82e-04
10501,1.062009,1.011950,0.882127,0.688000,2.79e-04
11001,0.961676,0.911672,0.867418,0.696400,2.77e-04
11501,0.955941,0.905917,0.885036,0.688900,2.74e-04
12001,0.791505,0.741463,0.866316,0.699800,2.71e-04
12501,0.912963,0.862937,0.832626,0.701700,2.68e-04
13001,0.887498,0.837474,0.818291,0.715400,2.65e-04
13501,0.867429,0.817395,0.838396,0.704000,2.62e-04
14001,1.012078,0.962034,0.813344,0.714100,2.59e-04
14501,0.825617,0.775583,0.799282,0.718900,2.55e-04
15001,0.787439,0.737432,0.791937,0.725000,2.52e-04
15501,0.759268,0.709239,0.795910,0.724100,2.48e-04
16001,0.783259,0.733237,0.784188,0.727200,2.44e-04
16501,0.792663,0.742644,0.785444,0.727200,2.40e-04
17001,0.784107,0.734042,0.768864,0.725900,2.36e-04
17501,0.637949,0.587915,0.753058,0.734500,2.32e-04
18001,0.717102,0.667056,0.743027,0.740100,2.28e-04
18501,0.625807,0.575793,0.752912,0.733000,2.24e-04
19001,0.926613,0.876585,0.720197,0.750200,2.19e-04
19501,0.742732,0.692701,0.733493,0.749100,2.15e-04
20001,0.928879,0.878854,0.705698,0.759300,2.10e-04
20501,0.715786,0.665738,0.722036,0.751700,2.06e-04
21001,0.626473,0.576469,0.692826,0.760000,2.01e-04
21501,0.700330,0.650331,0.705341,0.758400,1.96e-04
22001,0.697690,0.647640,0.677354,0.765000,1.92e-04
22501,0.578816,0.528817,0.699044,0.757700,1.87e-04
23001,0.795462,0.745446,0.698232,0.759400,1.82e-04
23501,0.571803,0.521794,0.685856,0.761200,1.77e-04
24001,0.922362,0.872349,0.668583,0.765500,1.72e-04
24501,0.592085,0.542072,0.672105,0.768500,1.67e-04
25001,0.542529,0.492506,0.670157,0.768800,1.62e-04
25501,0.608059,0.558036,0.686255,0.760600,1.57e-04
26001,0.838748,0.788739,0.646619,0.778100,1.52e-04
26501,0.938249,0.888242,0.629490,0.786200,1.48e-04
27001,0.579253,0.529260,0.647232,0.778900,1.43e-04
27501,0.367630,0.317632,0.621260,0.783100,1.38e-04
28001,0.689645,0.639636,0.631467,0.785300,1.33e-04
28501,0.782734,0.732738,0.618443,0.786800,1.28e-04
29001,0.563629,0.513613,0.620584,0.788800,1.23e-04
29501,0.776123,0.726120,0.617631,0.790300,1.18e-04
30001,0.556455,0.506451,0.611072,0.792400,1.13e-04
30501,0.416139,0.366138,0.606352,0.792300,1.08e-04
31001,0.515508,0.465493,0.611695,0.786200,1.04e-04
31501,0.693487,0.643489,0.618416,0.790000,9.89e-05
32001,0.733006,0.683016,0.604948,0.793500,9.43e-05
32501,0.605935,0.555938,0.595338,0.796700,8.97e-05
33001,0.514995,0.464988,0.595842,0.798200,8.52e-05
33501,0.560519,0.510508,0.585401,0.800100,8.08e-05
34001,0.663997,0.613999,0.605819,0.797700,7.64e-05
34501,0.458388,0.408383,0.593572,0.800600,7.21e-05
35001,0.646337,0.596333,0.593905,0.802300,6.79e-05
35501,0.529466,0.479465,0.583682,0.801200,6.38e-05
36001,0.666426,0.616423,0.592034,0.802200,5.98e-05
36501,0.470047,0.420036,0.583283,0.805900,5.59e-05
37001,0.551841,0.501831,0.580523,0.802300,5.21e-05
37501,0.528198,0.478194,0.572923,0.808100,4.84e-05
38001,0.370074,0.320070,0.572718,0.805500,4.48e-05
38501,0.492323,0.442323,0.574486,0.807100,4.13e-05
39001,0.731842,0.681840,0.570140,0.810200,3.80e-05
39501,0.652649,0.602642,0.571184,0.810600,3.47e-05
40001,0.302242,0.252251,0.566024,0.810300,3.16e-05
40501,0.495490,0.445484,0.565355,0.811800,2.86e-05
41001,0.762434,0.712422,0.557202,0.815400,2.58e-05
41501,0.521523,0.471516,0.560126,0.813000,2.31e-05
42001,0.628908,0.578905,0.558820,0.813000,2.05e-05
42501,0.744980,0.694980,0.560733,0.813000,1.81e-05
43001,0.523940,0.473936,0.561512,0.812700,1.58e-05
43501,0.421945,0.371941,0.566505,0.812900,1.36e-05
44001,0.561897,0.511898,0.560079,0.812900,1.17e-05
44501,0.496708,0.446705,0.557458,0.815300,9.81e-06
45001,0.430900,0.380902,0.557219,0.812900,8.12e-06
45501,0.603586,0.553580,0.555170,0.814300,6.59e-06
46001,0.551261,0.501249,0.554463,0.816300,5.21e-06
46501,0.385816,0.335807,0.557504,0.815400,4.00e-06
47001,0.476646,0.426646,0.555811,0.813900,2.94e-06
47501,0.628964,0.578969,0.555745,0.814500,2.04e-06
48001,0.414344,0.364339,0.555190,0.814100,1.31e-06
48501,0.451397,0.401396,0.555764,0.813900,7.37e-07
49001,0.488904,0.438905,0.555550,0.815100,3.28e-07
49501,0.590448,0.540437,0.555506,0.815000,8.26e-08
