step,train_loss,task_loss,val_loss,val_accuracy,lr
501,2.078067,2.027939,1.942407,0.267000,3.96e-05
1001,1.582909,1.531966,1.716931,0.348750,1.12e-04
1501,1.075533,1.024056,1.482622,0.426625,2.01e-04
2001,1.273007,1.222760,1.371537,0.497000,2.73e-04
2501,1.421444,1.371266,1.312585,0.521250,3.00e-04
3001,1.098195,1.047933,1.252204,0.531500,3.00e-04
3501,1.297629,1.247479,1.199043,0.562750,3.00e-04
4001,1.044534,0.994193,1.158730,0.583750,2.99e-04
4501,1.306673,1.256428,1.131099,0.586875,2.99e-04
5001,1.120944,1.070864,1.104913,0.594875,2.98e-04
5501,0.939578,0.889444,1.152889,0.589125,2.97e-04
6001,0.835440,0.785247,1.056762,0.627000,2.96e-04
6501,0.980377,0.930207,1.086273,0.614750,2.95e-04
7001,1.216436,1.166356,1.052517,0.637250,2.93e-04
7501,0.856075,0.805966,1.043368,0.646250,2.92e-04
8001,0.823981,0.773769,1.102608,0.625125,2.90e-04
8501,0.836260,0.786013,1.108459,0.631750,2.88e-04
9001,0.928963,0.878812,1.224641,0.608750,2.86e-04
9501,0.707571,0.657477,1.099187,0.641625,2.84e-04
10001,0.589733,0.539623,1.114294,0.638625,2.82e-04
10501,0.628298,0.578235,1.126105,0.646625,2.79e-04
11001,0.658713,0.608660,1.152053,0.644875,2.77e-04
11501,0.599640,0.549551,1.127367,0.649125,2.74e-04
12001,0.763629,0.713547,1.216336,0.637375,2.71e-04
12501,0.769916,0.719715,1.208557,0.646000,2.68e-04
13001,0.619085,0.569019,1.192392,0.650750,2.65e-04
13501,0.486383,0.436350,1.302079,0.628500,2.62e-04
14001,0.599547,0.549493,1.254067,0.652625,2.59e-04
14501,0.438474,0.388451,1.229932,0.659125,2.55e-04
15001,0.339674,0.289605,1.286360,0.655875,2.52e-04
15501,0.339958,0.289919,1.399775,0.639500,2.48e-04
16001,0.477600,0.427558,1.337797,0.655625,2.44e-04
16501,0.366291,0.316187,1.362669,0.653750,2.40e-04
17001,0.354566,0.304525,1.439915,0.639250,2.36e-04
17501,0.344832,0.294734,1.388935,0.657250,2.32e-04
18001,0.330155,0.280051,1.461350,0.648875,2.28e-04
18501,0.268928,0.218890,1.500104,0.652750,2.24e-04
19001,0.377278,0.327254,1.547914,0.647875,2.19e-04
19501,0.354411,0.304334,1.590267,0.637875,2.15e-04
20001,0.230495,0.180454,1.520966,0.655000,2.10e-04
20501,0.218051,0.168026,1.564158,0.649375,2.06e-04
21001,0.251300,0.201275,1.560779,0.655125,2.01e-04
21501,0.292889,0.242820,1.614456,0.652250,1.96e-04
22001,0.272000,0.221926,1.688387,0.647250,1.92e-04
22501,0.267002,0.216928,1.697885,0.651500,1.87e-04
23001,0.192591,0.142555,1.687984,0.644625,1.82e-04
23501,0.269120,0.219100,1.668064,0.646500,1.77e-04
24001,0.223880,0.173811,1.692289,0.652625,1.72e-04
24501,0.338632,0.288618,1.718938,0.657250,1.67e-04
25001,0.206958,0.156946,1.751867,0.651250,1.62e-04
25501,0.386425,0.336400,1.744230,0.656875,1.57e-04
26001,0.106767,0.056749,1.800324,0.654000,1.52e-04
26501,0.171834,0.121819,1.821618,0.657375,1.48e-04
27001,0.141666,0.091645,1.809028,0.655375,1.43e-04
27501,0.328654,0.278621,1.794791,0.660125,1.38e-04
28001,0.121479,0.071469,1.842884,0.657125,1.33e-04
28501,0.322494,0.272482,1.862578,0.659875,1.28e-04
29001,0.123882,0.073857,1.917438,0.661375,1.23e-04
29501,0.168972,0.118952,1.908500,0.656750,1.18e-04
30001,0.076098,0.026096,1.922954,0.659625,1.13e-04
30501,0.171838,0.121831,2.010869,0.657125,1.08e-04
31001,0.156915,0.106906,1.947161,0.657375,1.04e-04
31501,0.319721,0.269715,1.999205,0.661875,9.89e-05
32001,0.101311,0.051286,1.942357,0.661500,9.43e-05
32501,0.337857,0.287795,2.015539,0.657875,8.97e-05
33001,0.283896,0.233879,2.015503,0.656000,8.52e-05
33501,0.069858,0.019843,2.006119,0.663000,8.08e-05
34001,0.153832,0.103828,2.092696,0.666500,7.64e-05
34501,0.130236,0.080216,2.084190,0.660750,7.21e-05
35001,0.147324,0.097311,2.093122,0.659750,6.79e-05
35501,0.062825,0.012817,2.112575,0.661500,6.38e-05
36001,0.101920,0.051920,2.136300,0.659625,5.98e-05
36501,0.088622,0.038612,2.162733,0.656750,5.59e-05
37001,0.077808,0.027797,2.145119,0.665250,5.21e-05
37501,0.206034,0.156025,2.186834,0.660250,4.84e-05
38001,0.199297,0.149293,2.187518,0.666375,4.48e-05
38501,0.150304,0.100301,2.219833,0.667875,4.13e-05
39001,0.246244,0.196238,2.209496,0.668250,3.80e-05
39501,0.083035,0.033036,2.232169,0.662125,3.47e-05
40001,0.095682,0.045667,2.232678,0.666375,3.16e-05
40501,0.072919,0.022914,2.262544,0.661875,2.86e-05
41001,0.054493,0.004474,2.269509,0.663625,2.58e-05
41501,0.087192,0.037186,2.305667,0.663875,2.31e-05
42001,0.147713,0.097704,2.302688,0.665750,2.05e-05
42501,0.074331,0.024318,2.303496,0.668000,1.81e-05
43001,0.061906,0.011907,2.319219,0.668000,1.58e-05
43501,0.087011,0.037003,2.327873,0.664125,1.36e-05
44001,0.095787,0.045787,2.339888,0.666750,1.17e-05
44501,0.070216,0.020212,2.331930,0.666375,9.81e-06
45001,0.111905,0.061903,2.342415,0.667125,8.12e-06
45501,0.101833,0.051827,2.347906,0.666125,6.59e-06
46001,0.168177,0.118174,2.352571,0.666125,5.21e-06
46501,0.109056,0.059046,2.340125,0.667625,4.00e-06
47001,0.094410,0.044402,2.337081,0.666000,2.94e-06
47501,0.078712,0.028713,2.343263,0.666250,2.04e-06
48001,0.062909,0.012897,2.342381,0.668500,1.31e-06
48501,0.054927,0.004925,2.340355,0.669500,7.37e-07
49001,0.081242,0.031241,2.340721,0.669375,3.28e-07
49501,0.089506,0.039505,2.342719,0.668250,8.26e-08
