step,train_loss,task_loss,val_loss,val_accuracy,lr
501,5.282876,5.232045,5.199198,0.014600,3.96e-05
1001,4.981854,4.931470,4.986890,0.027200,1.12e-04
1501,4.833540,4.782889,4.752588,0.050400,2.01e-04
2001,4.431839,4.381669,4.496582,0.075300,2.73e-04
2501,4.404780,4.354547,4.309226,0.104900,3.00e-04
3001,4.261819,4.211406,4.156729,0.119100,3.00e-04
3501,4.110544,4.060430,4.022011,0.137500,3.00e-04
4001,3.535685,3.485436,3.917094,0.152400,2.99e-04
4501,4.162336,4.112203,3.856661,0.160100,2.99e-04
5001,3.929817,3.879754,3.794568,0.170600,2.98e-04
5501,3.891643,3.841568,3.763788,0.179800,2.97e-04
6001,3.525811,3.475659,3.674101,0.192400,2.96e-04
6501,3.652140,3.602076,3.639352,0.197400,2.95e-04
7001,3.767362,3.717314,3.601888,0.204200,2.93e-04
7501,3.834482,3.784407,3.543132,0.210300,2.92e-04
8001,3.469559,3.419507,3.495908,0.217400,2.90e-04
8501,3.719639,3.669594,3.501759,0.220100,2.88e-04
9001,3.224150,3.174096,3.479910,0.224300,2.86e-04
9501,3.500143,3.450078,3.414965,0.234200,2.84e-04
10001,3.470465,3.420344,3.381917,0.238900,2.82e-04
10501,3.288307,3.238158,3.375373,0.238500,2.79e-04
11001,3.151877,3.101781,3.343776,0.245300,2.77e-04
11501,3.316834,3.266761,3.299073,0.253500,2.74e-04
12001,3.215066,3.165036,3.299382,0.251500,2.71e-04
12501,3.336053,3.286044,3.260845,0.258600,2.68e-04
13001,2.946455,2.896429,3.277712,0.256000,2.65e-04
13501,3.304690,3.254656,3.202046,0.266800,2.62e-04
14001,3.497557,3.447502,3.171456,0.274300,2.59e-04
14501,3.075082,3.025069,3.174204,0.274300,2.55e-04
15001,3.079486,3.029395,3.145170,0.282200,2.52e-04
15501,3.624918,3.574892,3.134522,0.282700,2.48e-04
16001,2.851590,2.801535,3.135407,0.282200,2.44e-04
16501,2.685629,2.635558,3.083053,0.292100,2.40e-04
17001,3.021911,2.971856,3.080949,0.294600,2.36e-04
17501,3.105986,3.055959,3.062678,0.298900,2.32e-04
18001,2.914344,2.864306,3.022302,0.304000,2.28e-04
18501,2.643729,2.593703,2.997636,0.307700,2.24e-04
19001,3.041269,2.991263,3.017233,0.307700,2.19e-04
19501,3.097134,3.047113,2.980175,0.311300,2.15e-04
20001,2.435974,2.385934,2.998685,0.310000,2.10e-04
20501,2.906194,2.856160,2.980934,0.317200,2.06e-04
21001,3.016460,2.966428,2.935627,0.320400,2.01e-04
21501,2.883346,2.833319,2.912039,0.326600,1.96e-04
22001,2.885536,2.835495,2.909117,0.325500,1.92e-04
22501,2.421773,2.371771,2.931037,0.318400,1.87e-04
23001,3.053534,3.003540,2.892841,0.330500,1.82e-04
23501,2.783985,2.733971,2.876608,0.335500,1.77e-04
24001,3.232151,3.182124,2.871959,0.332800,1.72e-04
24501,2.470108,2.420099,2.847691,0.332400,1.67e-04
25001,2.697577,2.647547,2.835703,0.341700,1.62e-04
25501,2.712875,2.662867,2.817034,0.341800,1.57e-04
26001,3.033525,2.983490,2.826228,0.339700,1.52e-04
26501,2.954870,2.904869,2.792149,0.345300,1.48e-04
27001,2.768657,2.718638,2.802206,0.345700,1.43e-04
27501,2.540039,2.490035,2.780928,0.350000,1.38e-04
28001,2.479035,2.429037,2.778863,0.350600,1.33e-04
28501,2.617043,2.567039,2.792755,0.350600,1.28e-04
29001,2.838208,2.788201,2.774974,0.350900,1.23e-04
29501,3.011717,2.961700,2.767317,0.354400,1.18e-04
30001,2.524751,2.474730,2.755218,0.357700,1.13e-04
30501,2.691594,2.641565,2.739048,0.359400,1.08e-04
31001,2.234673,2.184649,2.724510,0.362400,1.04e-04
31501,2.465228,2.415231,2.711607,0.363100,9.89e-05
32001,2.822442,2.772444,2.729654,0.364000,9.43e-05
32501,2.843152,2.793149,2.709256,0.368800,8.97e-05
33001,2.266464,2.216452,2.705672,0.366800,8.52e-05
33501,2.641402,2.591400,2.706507,0.367300,8.08e-05
34001,1.915382,1.865371,2.677523,0.375800,7.64e-05
34501,2.355445,2.305439,2.687491,0.371000,7.21e-05
35001,2.408729,2.358716,2.675002,0.371200,6.79e-05
35501,2.105351,2.055334,2.668240,0.373400,6.38e-05
36001,2.546704,2.496670,2.666396,0.376900,5.98e-05
36501,2.528086,2.478072,2.668113,0.374900,5.59e-05
37001,2.475143,2.425147,2.651490,0.381600,5.21e-05
37501,2.372849,2.322844,2.654117,0.378100,4.84e-05
38001,2.627351,2.577348,2.648592,0.379600,4.48e-05
38501,2.338454,2.288447,2.651392,0.378400,4.13e-05
39001,2.358967,2.308957,2.647608,0.379600,3.80e-05
