step,train_loss,task_loss,val_loss,val_accuracy,lr
501,5.238871,5.188286,5.158408,0.019900,3.96e-05
1001,4.939135,4.888377,4.958707,0.028100,1.12e-04
1501,4.766887,4.715854,4.701532,0.050400,2.01e-04
2001,4.338555,4.288049,4.497747,0.073900,2.73e-04
2501,4.295516,4.245322,4.284093,0.101900,3.00e-04
3001,4.069336,4.018921,4.125245,0.117900,3.00e-04
3501,4.166802,4.116625,4.032625,0.134600,3.00e-04
4001,3.582888,3.532730,3.930396,0.146600,2.99e-04
4501,4.177429,4.127204,3.828518,0.166300,2.99e-04
5001,3.870157,3.820030,3.802010,0.166300,2.98e-04
5501,4.005922,3.955758,3.734055,0.180400,2.97e-04
6001,3.550784,3.500732,3.690038,0.189700,2.96e-04
6501,3.748796,3.698776,3.623525,0.192200,2.95e-04
7001,3.641060,3.590988,3.618453,0.199100,2.93e-04
7501,3.799913,3.749764,3.537653,0.206700,2.92e-04
8001,3.478129,3.428032,3.521420,0.211900,2.90e-04
8501,3.747048,3.696989,3.533257,0.212300,2.88e-04
9001,3.333879,3.283737,3.485137,0.220400,2.86e-04
9501,3.503506,3.453486,3.453752,0.225700,2.84e-04
10001,3.374651,3.324610,3.379321,0.238100,2.82e-04
10501,3.321484,3.271444,3.367756,0.243000,2.79e-04
11001,2.891517,2.841353,3.338367,0.243500,2.77e-04
11501,3.397691,3.347531,3.317811,0.249900,2.74e-04
12001,3.248404,3.198353,3.354171,0.245800,2.71e-04
12501,3.221595,3.171574,3.311708,0.254500,2.68e-04
13001,2.967224,2.917197,3.329787,0.253400,2.65e-04
13501,3.165329,3.115266,3.247354,0.267600,2.62e-04
14001,3.545979,3.495920,3.245840,0.265500,2.59e-04
14501,2.925771,2.875749,3.220557,0.264400,2.55e-04
15001,2.777845,2.727816,3.174692,0.272500,2.52e-04
15501,3.814055,3.764072,3.140813,0.286700,2.48e-04
16001,2.859850,2.809836,3.164313,0.279800,2.44e-04
16501,2.762323,2.712281,3.145340,0.284700,2.40e-04
17001,3.083392,3.033382,3.104773,0.288000,2.36e-04
17501,2.954674,2.904606,3.157025,0.287600,2.32e-04
18001,2.851102,2.801047,3.096511,0.292400,2.28e-04
18501,2.784270,2.734253,3.071619,0.297800,2.24e-04
19001,3.044366,2.994339,3.064692,0.295400,2.19e-04
19501,3.167084,3.117036,3.071582,0.295300,2.15e-04
20001,2.459448,2.409424,3.003020,0.311300,2.10e-04
20501,2.898769,2.848742,3.005940,0.309800,2.06e-04
21001,3.296283,3.246260,3.004348,0.307300,2.01e-04
21501,3.149717,3.099694,3.013462,0.308600,1.96e-04
22001,3.243327,3.193267,2.968169,0.313300,1.92e-04
22501,2.576516,2.526501,3.029486,0.303300,1.87e-04
23001,3.077896,3.027870,3.004664,0.311100,1.82e-04
23501,2.945240,2.895218,2.987901,0.313800,1.77e-04
24001,3.343778,3.293768,2.971144,0.312700,1.72e-04
24501,2.621221,2.571209,3.000005,0.311900,1.67e-04
25001,2.814732,2.764735,2.933311,0.321800,1.62e-04
25501,2.587175,2.537169,2.947953,0.315100,1.57e-04
26001,3.153503,3.103470,2.972551,0.311900,1.52e-04
26501,2.997347,2.947334,2.897866,0.328200,1.48e-04
27001,2.933869,2.883824,2.950588,0.321200,1.43e-04
27501,2.668314,2.618293,2.908373,0.325300,1.38e-04
28001,2.633572,2.583546,2.885985,0.333300,1.33e-04
28501,2.691049,2.641039,2.889130,0.334400,1.28e-04
29001,3.074553,3.024525,2.873979,0.333100,1.23e-04
29501,3.028472,2.978469,2.827487,0.341000,1.18e-04
30001,2.646949,2.596942,2.834938,0.339900,1.13e-04
30501,2.719479,2.669469,2.863306,0.339100,1.08e-04
31001,2.436382,2.386367,2.857389,0.338800,1.04e-04
31501,2.761253,2.711239,2.825124,0.344000,9.89e-05
32001,2.863182,2.813180,2.848634,0.342300,9.43e-05
32501,2.976628,2.926615,2.819669,0.345600,8.97e-05
33001,2.591174,2.541171,2.815866,0.348600,8.52e-05
33501,2.873004,2.822995,2.849753,0.341600,8.08e-05
34001,2.283358,2.233341,2.815723,0.346900,7.64e-05
34501,2.608969,2.558963,2.787770,0.351700,7.21e-05
35001,2.696556,2.646541,2.807446,0.345100,6.79e-05
35501,2.116737,2.066732,2.763913,0.355200,6.38e-05
36001,2.906056,2.856046,2.768629,0.356700,5.98e-05
36501,2.551413,2.501408,2.776538,0.358300,5.59e-05
37001,2.832492,2.782488,2.776058,0.354700,5.21e-05
37501,2.562112,2.512115,2.758562,0.360300,4.84e-05
38001,2.824405,2.774401,2.752143,0.357300,4.48e-05
38501,2.656057,2.606040,2.761441,0.361600,4.13e-05
39001,2.610134,2.560138,2.758126,0.359900,3.80e-05
39501,2.522767,2.472744,2.770576,0.357300,3.47e-05
40001,2.955538,2.905522,2.747745,0.360400,3.16e-05
40501,2.548452,2.498445,2.755313,0.359500,2.86e-05
41001,2.419950,2.369947,2.728311,0.363500,2.58e-05
41501,2.573778,2.523775,2.745677,0.361200,2.31e-05
42001,2.532936,2.482940,2.729084,0.362100,2.05e-05
42501,2.303902,2.253902,2.735079,0.364500,1.81e-05
43001,2.495826,2.445824,2.732127,0.360500,1.58e-05
43501,2.978109,2.928111,2.733354,0.365800,1.36e-05
44001,2.721914,2.671906,2.722571,0.364500,1.17e-05
44501,2.271864,2.221868,2.743594,0.360500,9.81e-06
45001,2.938549,2.888549,2.723903,0.365200,8.12e-06
45501,2.620224,2.570225,2.724898,0.365800,6.59e-06
46001,2.497428,2.447423,2.728483,0.361600,5.21e-06
46501,2.240228,2.190228,2.721107,0.364300,4.00e-06
47001,2.834434,2.784436,2.714344,0.367600,2.94e-06
47501,2.250005,2.200001,2.719099,0.365600,2.04e-06
48001,2.789760,2.739763,2.718718,0.367000,1.31e-06
48501,2.416858,2.366859,2.722942,0.364100,7.37e-07
49001,2.207845,2.157841,2.721111,0.363700,3.28e-07
49501,2.717635,2.667630,2.721926,0.363300,8.26e-08
