step,train_loss,task_loss,val_loss,val_accuracy,lr
501,4.317911,4.267581,4.307743,0.047200,5.44e-05
1001,4.148170,4.097576,3.970026,0.087500,1.56e-04
1501,3.637737,3.587287,3.569078,0.147100,2.58e-04
2001,3.286121,3.235867,3.250383,0.199200,3.00e-04
2501,3.060354,3.010082,3.081325,0.223600,3.00e-04
3001,2.877017,2.826907,2.929338,0.262000,2.99e-04
3501,2.907434,2.857341,2.835411,0.287500,2.99e-04
4001,2.425202,2.375114,2.698240,0.308800,2.98e-04
4501,2.929213,2.879004,2.587037,0.322700,2.97e-04
5001,2.364705,2.314550,2.490016,0.347100,2.95e-04
5501,2.994659,2.944638,2.414086,0.368700,2.94e-04
6001,2.494545,2.444381,2.374681,0.371500,2.92e-04
6501,2.452807,2.402717,2.352951,0.380500,2.90e-04
7001,2.626681,2.576614,2.254359,0.399200,2.87e-04
7501,2.147462,2.097390,2.228578,0.404600,2.85e-04
8001,2.598483,2.548372,2.226116,0.406100,2.82e-04
8501,1.791083,1.740880,2.135968,0.429100,2.79e-04
9001,2.181544,2.131502,2.076605,0.439000,2.76e-04
9501,2.103022,2.052978,2.116326,0.436600,2.72e-04
10001,2.163074,2.113049,2.063617,0.446200,2.68e-04
10501,2.054242,2.004203,2.039820,0.450300,2.64e-04
11001,1.735080,1.684995,2.003797,0.458700,2.60e-04
11501,1.681903,1.631797,1.932255,0.474800,2.56e-04
12001,1.809022,1.758972,1.904608,0.483700,2.52e-04
12501,2.239577,2.189551,1.957999,0.469400,2.47e-04
13001,1.860122,1.810094,1.945212,0.471500,2.42e-04
13501,1.909900,1.859875,1.935961,0.482200,2.37e-04
14001,1.446724,1.396647,1.834542,0.495700,2.32e-04
14501,1.675010,1.624987,1.862742,0.495100,2.27e-04
15001,1.734599,1.684581,1.802085,0.510400,2.21e-04
15501,1.745387,1.695333,1.792314,0.509200,2.16e-04
16001,1.609342,1.559311,1.803802,0.510200,2.10e-04
16501,1.877607,1.827607,1.782841,0.512400,2.05e-04
17001,1.692220,1.642160,1.755524,0.519100,1.99e-04
17501,1.526717,1.476699,1.738477,0.528600,1.93e-04
18001,1.407030,1.357024,1.731702,0.526800,1.87e-04
18501,1.302956,1.252910,1.715878,0.531800,1.81e-04
19001,1.266111,1.216064,1.716707,0.533900,1.75e-04
19501,1.363219,1.313199,1.696221,0.534100,1.69e-04
20001,1.420495,1.370503,1.728823,0.529000,1.62e-04
20501,1.319415,1.269385,1.710914,0.533900,1.56e-04
21001,1.280153,1.230100,1.723346,0.535500,1.50e-04
21501,1.625129,1.575114,1.703348,0.541500,1.44e-04
22001,1.131287,1.081231,1.661411,0.548100,1.38e-04
22501,1.185883,1.135845,1.666296,0.550200,1.31e-04
23001,1.442848,1.392848,1.689251,0.549500,1.25e-04
23501,1.304806,1.254792,1.660990,0.551300,1.19e-04
24001,1.485458,1.435451,1.650740,0.554000,1.13e-04
24501,1.335684,1.285686,1.659589,0.555400,1.07e-04
25001,0.907638,0.857607,1.620365,0.562000,1.01e-04
25501,1.225254,1.175209,1.656358,0.558400,9.55e-05
26001,1.158824,1.108809,1.622757,0.564000,8.97e-05
26501,1.249666,1.199639,1.619947,0.565000,8.41e-05
27001,0.968181,0.918149,1.603079,0.567400,7.86e-05
27501,0.876466,0.826457,1.602833,0.572000,7.32e-05
28001,0.766333,0.716331,1.617820,0.567600,6.79e-05
28501,1.434959,1.384926,1.619527,0.568800,6.28e-05
29001,0.859242,0.809234,1.610235,0.570200,5.78e-05
29501,0.860511,0.810491,1.637982,0.562700,5.30e-05
30001,1.154012,1.104003,1.606867,0.575200,4.84e-05
30501,0.965596,0.915553,1.634023,0.570100,4.39e-05
31001,0.964427,0.914430,1.612748,0.573600,3.96e-05
31501,1.178814,1.128793,1.603299,0.575000,3.55e-05
32001,1.134693,1.084676,1.587983,0.582100,3.16e-05
32501,0.740315,0.690294,1.598092,0.582000,2.79e-05
33001,1.188499,1.138499,1.594275,0.582600,2.44e-05
33501,0.882779,0.832770,1.586761,0.584700,2.11e-05
34001,0.972465,0.922451,1.602805,0.577800,1.81e-05
34501,0.929560,0.879557,1.597632,0.579700,1.52e-05
35001,1.158219,1.108220,1.590926,0.583300,1.26e-05
35501,0.750916,0.700890,1.589658,0.586000,1.03e-05
36001,0.945646,0.895653,1.590656,0.583600,8.12e-06
36501,1.140838,1.090837,1.583561,0.585800,6.23e-06
37001,1.302690,1.252672,1.584284,0.584200,4.59e-06
37501,0.943865,0.893857,1.583971,0.586400,3.19e-06
38001,0.718248,0.668259,1.586369,0.586800,2.04e-06
38501,0.735013,0.685003,1.585127,0.585700,1.15e-06
39001,0.723885,0.673864,1.583023,0.586400,5.11e-07
39501,0.786774,0.736771,1.582801,0.586500,1.28e-07
501,1.754989,1.704980,1.923063,0.489300,1.00e-04
1001,1.570620,1.520584,1.828851,0.507500,9.93e-05
1501,1.725617,1.675609,1.746177,0.528100,9.73e-05
2001,1.685572,1.635576,1.710616,0.535500,9.40e-05
2501,1.454496,1.404500,1.704985,0.540500,8.94e-05
3001,1.675036,1.625038,1.667837,0.547400,8.38e-05
3501,1.432544,1.382545,1.649355,0.552400,7.73e-05
4001,1.274374,1.224369,1.639560,0.554600,7.01e-05
4501,1.639438,1.589435,1.625968,0.558500,6.22e-05
5001,1.285578,1.235573,1.618415,0.561300,5.41e-05
5501,1.460598,1.410587,1.605050,0.563500,4.58e-05
6001,1.215903,1.165894,1.598967,0.563600,3.77e-05
6501,1.011753,0.961760,1.587394,0.568400,2.99e-05
7001,1.659533,1.609539,1.581467,0.569200,2.26e-05
7501,1.243326,1.193325,1.575226,0.571600,1.61e-05
8001,1.272531,1.222519,1.571424,0.573100,1.05e-05
8501,0.968040,0.918040,1.571445,0.571200,6.01e-06
9001,1.254932,1.204926,1.567572,0.572200,2.70e-06
9501,1.062429,1.012426,1.565978,0.572800,6.77e-07
