step,layer_idx,layer_name,mean,std,min,max,frac_active,num_neurons
500,22,ElasticLinear,-0.0273,0.1101,-0.1311,0.4257,0.2721,768
500,23,ElasticLinear,0.1215,0.1161,-0.0748,0.3932,0.8542,192
500,27,ElasticLinear,0.0680,0.1514,-0.1292,0.5822,0.5234,768
500,28,ElasticLinear,0.2500,0.1345,-0.0186,0.5765,0.9896,192
500,32,ElasticLinear,0.0814,0.1541,-0.1174,0.6013,0.5872,768
500,33,ElasticLinear,0.2551,0.1310,0.0072,0.5632,1.0000,192
500,37,ElasticLinear,-0.1391,0.0006,-0.1399,-0.1337,0.0000,768
500,38,ElasticLinear,-0.1384,0.0011,-0.1397,-0.1335,0.0000,192
500,56,ElasticLinear,-0.1341,0.0087,-0.1401,-0.0886,0.0000,768
500,57,ElasticLinear,-0.1241,0.0128,-0.1401,-0.0755,0.0000,192
500,61,ElasticLinear,-0.1392,0.0003,-0.1397,-0.1364,0.0000,768
500,62,ElasticLinear,-0.1389,0.0006,-0.1396,-0.1357,0.0000,192
500,66,ElasticLinear,0.0788,0.1526,-0.1192,0.5849,0.5977,768
500,67,ElasticLinear,0.2529,0.1424,0.0004,0.5622,1.0000,192
500,71,ElasticLinear,0.1008,0.1578,-0.1129,0.6071,0.6810,768
500,72,ElasticLinear,0.2827,0.1401,0.0244,0.5828,1.0000,192
500,90,ElasticLinear,-0.1214,0.0269,-0.1401,0.0077,0.0026,768
500,91,ElasticLinear,-0.0908,0.0353,-0.1320,-0.0066,0.0000,192
500,95,ElasticLinear,0.0303,0.1416,-0.1241,0.4993,0.3789,768
500,96,ElasticLinear,0.1879,0.1345,-0.0565,0.4893,0.9271,192
500,100,ElasticLinear,0.1189,0.1505,-0.1104,0.5492,0.7747,768
500,101,ElasticLinear,0.2798,0.1197,0.0226,0.5682,1.0000,192
500,105,ElasticLinear,-0.1019,0.0493,-0.1386,0.2017,0.0573,768
500,106,ElasticLinear,-0.0420,0.0631,-0.1208,0.1259,0.2344,192
500,124,ElasticLinear,0.0578,0.1451,-0.1171,0.5555,0.4909,768
500,125,ElasticLinear,0.2459,0.1336,-0.0335,0.5416,0.9896,192
500,129,ElasticLinear,0.0529,0.1395,-0.1145,0.4844,0.4922,768
500,130,ElasticLinear,0.2178,0.1249,-0.0183,0.5240,0.9896,192
500,134,ElasticLinear,-0.1390,0.0009,-0.1400,-0.1324,0.0000,768
500,135,ElasticLinear,-0.1380,0.0015,-0.1398,-0.1285,0.0000,192
500,139,ElasticLinear,0.0088,0.1180,-0.1207,0.3989,0.3464,768
500,140,ElasticLinear,0.1533,0.1264,-0.0412,0.4436,0.9062,192
1000,22,ElasticLinear,-0.0429,0.1335,-0.1684,0.5785,0.2331,768
